Index,County,Local_Authority,Roll_Nr,Name,Ethos,Island,Irish,DEIS,Total_Boys,Total_Girls,Total_Pupils,Class_size_0_9,Class_size_10_19,Class_size_20_24,Class_size_25_29,Class_size_30_34,Class_size_35_39,Class_size_40_45,Type
847,Dublin,Dublin City Council,19006Q,Eoin Baisde B Sois,Catholic,N,No Irish,N,336,0,336,,,,336,,,,MS
848,Dublin,Dublin City Council,19007S,Eoin Baisde C Naoidh,Catholic,N,No Irish,N,0,251,251,,,,251,,,,MS
849,Dublin,Dublin City Council,19015R,St Josephs G N S,Catholic,N,No Irish,Y,0,190,190,,50,89,51,,,,MS
850,Dublin,Dublin City Council,19037E,St Monicas N S,Catholic,N,No Irish,Y,0,58,58,,38,20,,,,,MS
851,Dublin,Dublin City Council,19197D,St Kevins B N S,Catholic,N,No Irish,Y,169,0,169,,36,133,,,,,MS
852,Dublin,Dublin City Council,19208F,Holy Spirit B N S,Catholic,N,No Irish,Y,338,0,338,,91,194,53,,,,MS
853,Dublin,Dublin City Council,19209H,Sn An Spioraid Naiomh C,Catholic,N,No Irish,Y,0,289,289,,102,47,107,33,,,MS
854,Dublin,Dublin City Council,19242F,Our Lady Of Victories Infant N S,Catholic,N,No Irish,Y,124,132,256,,73,183,,,,,MS
855,Dublin,Dublin City Council,19297H,Cromcastle Green B N S,Catholic,N,No Irish,Y,218,0,218,,67,90,,61,,,MS
856,Dublin,Dublin City Council,19298J,Scoil Nais Ide Cailini,Catholic,N,No Irish,Y,0,171,171,,83,88,,,,,MS
857,Dublin,Dublin City Council,19302U,Sn Na Maighdine Muire B,Catholic,N,No Irish,Y,134,0,134,,66,43,25,,,,MS
858,Dublin,Dublin City Council,19303W,Virgin Mary Girls National School,Catholic,N,No Irish,Y,0,125,125,,76,24,25,,,,MS
859,Dublin,Dublin City Council,19308J,St Brigids Boys N S,Catholic,N,No Irish,N,393,0,393,,,47,245,31,70,,MS
860,Dublin,Dublin City Council,19309L,Scoil Neasain,Catholic,N,All Irish,N,129,123,252,,,,28,224,,,MS
861,Dublin,Dublin City Council,19395H,Scoil Mobhi,Catholic,N,All Irish,N,130,131,261,,,,29,232,,,MS
862,Dublin,Dublin City Council,19406J,Holy Trinity Sen N S,Catholic,N,No Irish,N,169,161,330,,,,293,30,,,MS
863,Dublin,Dublin City Council,19430G,Scoil An Tseachtar Laoch,Catholic,N,All Irish,Y,105,110,215,,28,24,131,32,,,MS
864,Dublin,Dublin City Council,19431I,St Josephs Jnr,Catholic,N,No Irish,Y,79,70,149,,89,60,,,,,MS
865,Dublin,Dublin City Council,19454U,Darndale Ns Junior,Catholic,N,No Irish,Y,95,99,194,,194,,,,,,MS
866,Dublin,Dublin City Council,19471U,St Pauls Junior National School,Catholic,N,No Irish,N,131,102,233,,,65,168,,,,MS
867,Dublin,Dublin City Council,19473B,Scoil Bhride,Catholic,N,No Irish,N,185,163,348,,,109,137,90,,,MS
868,Dublin,Dublin City Council,19480V,St Patricks,Church Of Ireland,N,No Irish,N,19,9,28,9,19,,,,,,MS
869,Dublin,Dublin City Council,19489Q,Sn Naomh Finnin,Catholic,N,No Irish,Y,146,92,238,,102,23,113,,,,MS
870,Dublin,Dublin City Council,19496N,Scoil Fhiachra Soisir,Catholic,N,No Irish,N,360,360,720,,,,660,60,,,MS
871,Dublin,Dublin City Council,19524P,Our Lady Immac Sen N S,Catholic,N,No Irish,Y,115,97,212,,151,61,,,,,MS
872,Dublin,Dublin City Council,19538D,St Kevins Junior N S,Catholic,N,No Irish,N,79,63,142,,,24,54,64,,,MS
873,Dublin,Dublin City Council,19546C,St Oliver Plunkett N S,Catholic,N,No Irish,Y,92,66,158,,33,125,,,,,MS
874,Dublin,Dublin City Council,19583I,St Josephs Senior N S,Catholic,N,No Irish,Y,56,74,130,,61,42,27,,,,MS
875,Dublin,Dublin City Council,19589U,Gaelscoil Inse Chor,Catholic,N,All Irish,N,129,117,246,,18,41,29,158,,,MS
876,Dublin,Dublin City Council,19611K,Scoil Naomh Colmcille,Catholic,N,No Irish,N,80,50,130,,34,46,25,,,,MS
877,Dublin,Dublin City Council,19618B,St Pauls Sen Ns,Catholic,N,No Irish,N,120,118,238,,,71,105,62,,,MS
878,Dublin,Dublin City Council,19619D,St Malachys Ns,Catholic,N,No Irish,Y,68,54,122,,65,,27,30,,,MS
879,Dublin,Dublin City Council,19628E,St Fiachras Sen N S,Catholic,N,No Irish,N,310,298,608,,,22,525,61,,,MS
880,Dublin,Dublin City Council,19661C,St Gabriels Ns,Catholic,N,No Irish,Y,61,139,200,,111,89,,,,,MS
881,Dublin,Dublin City Council,19662E,St Michaels Ns,Catholic,N,No Irish,Y,74,213,287,,115,86,75,,,,MS
882,Dublin,Dublin City Council,19663G,St Raphaels Ns,Catholic,N,No Irish,Y,70,166,236,,98,113,25,,,,MS
883,Dublin,Dublin City Council,19668Q,St Francis Senior N S,Catholic,N,No Irish,Y,103,78,181,,159,,,,,,MS
884,Dublin,Dublin City Council,19669S,Lady Of Good Counsel Ns,Catholic,N,No Irish,Y,160,0,160,,53,20,81,,,,MS
885,Dublin,Dublin City Council,19727G,St Marys Central N S,Catholic,N,No Irish,N,123,153,276,,,,82,194,,,MS
886,Dublin,Dublin City Council,19764M,Our Lady Of Wayside N S,Catholic,N,No Irish,Y,63,62,125,,33,67,25,,,,MS
887,Dublin,Dublin City Council,19774P,St Josephs Mxd N S,Catholic,N,No Irish,Y,97,86,183,,66,65,52,,,,MS
888,Dublin,Dublin City Council,19777V,Gaelscoil Mide,Catholic,N,All Irish,N,122,117,239,,,,58,181,,,MS
889,Dublin,Dublin City Council,19831B,Scoil Chaoimhin,Catholic,N,All Irish,Y,23,27,50,,50,,,,,,MS
890,Dublin,Dublin City Council,19837N,Drimnagh Castle Cbs N S,Catholic,N,No Irish,N,452,0,452,,,24,270,158,,,MS
891,Dublin,Dublin City Council,19845M,North Dublin Ns Project,Multi Denominational,N,No Irish,N,125,104,229,,,,229,,,,MS
892,Dublin,Dublin City Council,19889J,Scoil Colm,Catholic,N,No Irish,Y,110,0,110,,17,42,51,,,,MS
893,Dublin,Dublin City Council,19896G,Scoil Caitriona Na Mbraithre,Catholic,N,No Irish,Y,54,53,107,,28,24,25,30,,,MS
894,Dublin,Dublin City Council,19907I,Gaelscoil Mologa,Catholic,N,All Irish,N,109,109,218,,,46,112,60,,,MS
895,Dublin,Dublin City Council,19913D,St Josephs Ns,Catholic,N,No Irish,Y,173,149,322,,114,151,51,,,,MS
896,Dublin,Dublin City Council,19919P,St Davids N S,Catholic,N,No Irish,N,305,0,305,,49,92,134,30,,,MS
897,Dublin,Dublin City Council,19920A,St John Of God N S,Catholic,N,No Irish,Y,0,163,163,,46,87,,30,,,MS
898,Dublin,Dublin City Council,19924I,Harolds Cross N S,Catholic,N,No Irish,Y,157,139,296,,,48,187,61,,,MS
899,Dublin,Dublin City Council,19926M,Gaelscoil Cholaiste Mhuire,Catholic,N,All Irish,N,101,100,201,,36,21,84,60,,,MS
900,Dublin,Dublin City Council,19928Q,Ranelagh Multi Denom Ns,Multi Denominational,N,No Irish,N,119,116,235,,,23,26,186,,,MS
901,Dublin,Dublin City Council,19929S,St Brigids Senior Girls,Catholic,N,No Irish,Y,11,168,179,,124,43,,,,,MS
902,Dublin,Dublin City Council,19933J,Scoil Treasa Naofa,Catholic,N,No Irish,Y,103,70,173,,67,106,,,,,MS
903,Dublin,Dublin City Council,19935N,Scoil Eoin,Catholic,N,No Irish,Y,99,89,188,,103,85,,,,,MS
904,Dublin,Dublin City Council,19946S,Rutland Street N S,Catholic,N,No Irish,Y,68,75,143,,78,65,,,,,MS
905,Dublin,Dublin City Council,19954R,North Bay Educate Together Ns,Multi Denominational,N,No Irish,N,99,109,208,,,24,184,,,,MS
906,Dublin,Dublin City Council,19981U,St Marys N S,Catholic,N,No Irish,Y,64,147,211,,87,124,,,,,MS
907,Dublin,Dublin City Council,20012S,Griffith Barracks Multi D School,Multi Denominational,N,No Irish,N,119,128,247,,,,247,,,,MS
908,Dublin,Dublin City Council,20014W,St Agnes N S,Catholic,N,No Irish,Y,80,188,268,,101,109,28,30,,,MS
909,Dublin,Dublin City Council,20015B,Gaelscoil Bhaile Munna,Catholic,N,All Irish,Y,93,90,183,,,132,51,,,,MS
910,Dublin,Dublin City Council,20029M,St Brigids Infant N S,Catholic,N,No Irish,Y,93,115,208,,86,122,,,,,MS
911,Dublin,Dublin City Council,20035H,St Gabriels N S,Catholic,N,No Irish,Y,77,46,123,,61,62,,,,,MS
912,Dublin,Dublin City Council,20047O,Gaelscoil Bharra,Catholic,N,All Irish,N,106,107,213,,,71,80,62,,,MS
913,Dublin,Dublin City Council,20048Q,Gaelscoil Lios Na Nog,Catholic,N,All Irish,N,110,131,241,,,,85,156,,,MS
914,Dublin,Dublin City Council,20052H,Gaelscoil Cholmcille,Catholic,N,All Irish,N,101,135,236,,,,108,128,,,MS
915,Dublin,Dublin City Council,20059V,Mother Of Divine Grace,Catholic,N,No Irish,Y,233,240,473,,,66,196,211,,,MS
916,Dublin,Dublin City Council,20064O,Our Lady Of Consolation Ns,Catholic,N,No Irish,Y,87,144,231,,112,89,,,,,MS
917,Dublin,Dublin City Council,20091R,St Peters Ns,Catholic,N,No Irish,Y,222,228,450,,,247,112,91,,,MS
918,Dublin,Dublin City Council,20092T,St Ultans Ns,Catholic,N,No Irish,Y,235,187,422,,146,183,80,,,,MS
919,Dublin,Dublin City Council,20103V,John Scottus Ns,Multi Denominational,N,No Irish,N,115,123,238,,32,47,54,33,72,,MS
920,Dublin,Dublin City Council,20104A,St Audoens Ns,Catholic,N,No Irish,Y,106,82,188,,83,68,26,,,,MS
921,Dublin,Dublin City Council,20131D,Educate Together Ns,Multi Denominational,N,No Irish,N,223,183,406,,,,340,60,,,MS
922,Dublin,Dublin City Council,20139T,Inchicore Ns,Catholic,N,No Irish,Y,120,111,231,,,176,55,,,,MS
923,Dublin,Dublin City Council,20152L,North Dublin Muslim Ns Project,Muslim,N,No Irish,N,123,120,243,,36,45,29,133,,,MS
924,Dublin,Dublin City Council,20168D,Glasnevin Educate Together Ns,Multi Denominational,N,No Irish,N,119,112,231,,,,195,30,,,MS
925,Dublin,Dublin City Council,20220C,Gaelscoil Ui Earcain,Catholic,N,All Irish,Y,136,129,265,,69,118,78,,,,MS
926,Dublin,Dublin City Council,20228S,St Laurence O Tooles Girls School,Catholic,N,No Irish,Y,0,84,84,5,59,20,,,,,MS
927,Dublin,Dublin City Council,20281W,St Benedicts And St Marys National School,Catholic,N,Part Irish,Y,70,65,135,,29,106,,,,,MS
928,Dublin,Dublin City Council,20304I,St. Francis Of Assisi National School,Catholic,N,No Irish,N,172,184,356,,18,70,111,157,,,MS
929,Dublin,Dublin City Council,20308Q,Belmayne Educate Together National School,Multi Denominational,N,No Irish,Y,175,171,346,,30,,222,94,,,MS
930,Dublin,Dublin City Council,20338C,Holy Child National School,Catholic,N,No Irish,N,127,280,407,,,264,,97,36,,MS
931,Dublin,Dublin City Council,20391G,De La Salle National School,Catholic,N,No Irish,Y,261,0,261,,129,20,101,,,,MS
932,Dublin,Dublin City Council,20397S,St Louise De Marillac Primary School,Catholic,N,No Irish,Y,43,310,353,,136,192,25,,,,MS
933,Dublin,Dublin City Council,20429F,St. James'S Primary School,Catholic,N,No Irish,Y,138,112,250,,192,42,,,,,MS
934,Dublin,Dublin City Council,20430N,Portobello Educate Together School,Multi Denominational,N,No Irish,N,47,44,91,,17,43,,31,,,MS
935,Dublin,Dublin City Council,20436C,St Mary'S Primary School,Catholic,N,No Irish,Y,87,93,180,,85,44,51,,,,MS
936,Dublin,Dublin City Council,20437E,St Laurence'S National School,Catholic,N,No Irish,N,232,217,449,,,69,189,191,,,MS
937,Dublin,Dublin City Council,20450T,Assumption Junior School,Catholic,N,No Irish,N,242,249,491,,,255,206,30,,,MS
938,Dublin,Dun Laoghaire Rathdown,02872U,St. Mary'S National School,Catholic,N,No Irish,N,124,136,260,,15,,55,190,,,MS
939,Dublin,Dun Laoghaire Rathdown,05600C,Clochar San Dominic,Catholic,N,No Irish,Y,96,94,190,,66,42,82,,,,MS
940,Dublin,Dun Laoghaire Rathdown,06200O,Booterstown Boys,Catholic,N,No Irish,N,263,0,263,,,84,82,97,,,MS
941,Dublin,Dun Laoghaire Rathdown,10494K,All Saints N S,Church Of Ireland,N,No Irish,N,35,23,58,,18,40,,,,,MS
942,Dublin,Dun Laoghaire Rathdown,11873A,Rathmichael N S,Church Of Ireland,N,No Irish,N,108,116,224,,,,193,31,,,MS
943,Dublin,Dun Laoghaire Rathdown,14586M,Carysfort Ns,Catholic,N,No Irish,N,258,257,515,,,90,301,124,,,MS
944,Dublin,Dun Laoghaire Rathdown,14647G,Dalkey N S (2),Church Of Ireland,N,No Irish,N,46,55,101,,,46,55,,,,MS
945,Dublin,Dun Laoghaire Rathdown,15132B,Harold Boys N S,Catholic,N,No Irish,N,125,0,125,,,47,78,,,,MS
946,Dublin,Dun Laoghaire Rathdown,15284B,Taney N S,Church Of Ireland,N,No Irish,N,240,205,445,,,24,331,90,,,MS
947,Dublin,Dun Laoghaire Rathdown,16352U,St Brigids Boys N S,Catholic,N,No Irish,N,500,0,500,,,24,84,392,,,MS
948,Dublin,Dun Laoghaire Rathdown,16353W,St Brigids Girls N S,Catholic,N,No Irish,N,0,544,544,,,47,405,92,,,MS
949,Dublin,Dun Laoghaire Rathdown,16629O,Kilternan Church Of Ireland Ns,Church Of Ireland,N,No Irish,N,115,112,227,,,20,83,124,,,MS
950,Dublin,Dun Laoghaire Rathdown,16794G,St Brigids N S,Church Of Ireland,N,No Irish,N,53,45,98,,,44,54,,,,MS
951,Dublin,Dun Laoghaire Rathdown,16893I,S N Naomh Lorcan,Catholic,N,No Irish,N,451,0,451,,,48,218,185,,,MS
952,Dublin,Dun Laoghaire Rathdown,17470I,St Raphaelas N S,Catholic,N,No Irish,N,0,428,428,,,45,227,156,,,MS
953,Dublin,Dun Laoghaire Rathdown,17507F,S N Padraig Naofa,Catholic,N,No Irish,N,83,97,180,,18,65,29,68,,,MS
954,Dublin,Dun Laoghaire Rathdown,17954H,Scoil Caoimhin Naofa,Catholic,N,No Irish,N,296,112,408,,18,94,296,,,,MS
955,Dublin,Dun Laoghaire Rathdown,17970F,Our Lady Of Mercy Convent School,Catholic,N,No Irish,N,0,219,219,,,24,134,61,,,MS
956,Dublin,Dun Laoghaire Rathdown,17979A,S N Cnoc Ainbhil,Catholic,N,No Irish,N,0,467,467,,19,40,167,241,,,MS
957,Dublin,Dun Laoghaire Rathdown,18451J,Scoil Lorcain,Catholic,N,All Irish,N,256,233,489,,,144,161,184,,,MS
958,Dublin,Dun Laoghaire Rathdown,18647D,S N San Treasa,Catholic,N,No Irish,N,251,202,453,,,44,166,243,,,MS
959,Dublin,Dun Laoghaire Rathdown,18806U,Kilternan N S 1,Catholic,N,No Irish,N,174,147,321,,,44,186,91,,,MS
960,Dublin,Dun Laoghaire Rathdown,18886V,Kill-O'-The-Grange Ns,Church Of Ireland,N,No Irish,N,119,99,218,,,23,135,60,,,MS
961,Dublin,Dun Laoghaire Rathdown,19066L,Loreto National School,Catholic,N,No Irish,N,81,294,375,,38,93,110,94,35,,MS
962,Dublin,Dun Laoghaire Rathdown,19258U,Scoil Padraig Naofa B,Catholic,N,No Irish,N,635,0,635,,,71,319,245,,,MS
963,Dublin,Dun Laoghaire Rathdown,19259W,St Patricks Gns,Catholic,N,No Irish,N,0,537,537,,,119,159,259,,,MS
964,Dublin,Dun Laoghaire Rathdown,19314E,Scoil Na Maighdine Mhuire Boy,Catholic,N,No Irish,N,238,0,238,,64,21,109,32,,,MS
965,Dublin,Dun Laoghaire Rathdown,19319O,St Olafs N S,Catholic,N,No Irish,N,235,209,444,,,24,298,122,,,MS
966,Dublin,Dun Laoghaire Rathdown,19320W,Our Lady Of Good Counsel Boys N S,Catholic,N,No Irish,N,445,0,445,,,,415,30,,,MS
967,Dublin,Dun Laoghaire Rathdown,19321B,Our Lady Good Counsel Gns,Catholic,N,No Irish,N,9,448,457,,,24,356,60,,,MS
968,Dublin,Dun Laoghaire Rathdown,19335M,Scoil Na Aingeal,Catholic,N,No Irish,N,215,221,436,,,42,301,93,,,MS
969,Dublin,Dun Laoghaire Rathdown,19374W,Our Lady'S Grove Primary School,Catholic,N,No Irish,N,206,220,426,,18,68,220,120,,,MS
970,Dublin,Dun Laoghaire Rathdown,19396J,Na Maighdine Muire Girl,Catholic,N,No Irish,N,0,286,286,,,,166,120,,,MS
971,Dublin,Dun Laoghaire Rathdown,19400U,Sn Gleann Na Gcaorach Iníon Léinín,Church Of Ireland,N,No Irish,N,120,115,235,,,,53,182,,,MS
972,Dublin,Dun Laoghaire Rathdown,19437U,Scoil Naithi,Catholic,N,All Irish,N,122,114,236,,,,113,123,,,MS
973,Dublin,Dun Laoghaire Rathdown,19438W,Scoil Colmcille Senior,Catholic,N,No Irish,Y,98,107,205,,55,66,77,,,,MS
974,Dublin,Dun Laoghaire Rathdown,19497P,Scoil Mhuire,Catholic,N,No Irish,Y,168,147,315,,19,114,182,,,,MS
975,Dublin,Dun Laoghaire Rathdown,19537B,St Attractas Junior N S,Catholic,N,No Irish,N,177,167,344,,,,284,60,,,MS
976,Dublin,Dun Laoghaire Rathdown,19612M,Dalkey School Project,Multi Denominational,N,No Irish,N,134,104,238,,,,58,180,,,MS
977,Dublin,Dun Laoghaire Rathdown,19641T,St Colmcille Jun Ns,Catholic,N,No Irish,Y,89,68,157,,116,41,,,,,MS
978,Dublin,Dun Laoghaire Rathdown,19716B,St Attractas Senior N S,Catholic,N,No Irish,N,170,159,329,,,71,167,91,,,MS
979,Dublin,Dun Laoghaire Rathdown,19723V,Queen Of Angels Primary School,Catholic,N,No Irish,Y,134,108,242,,83,43,54,62,,,MS
980,Dublin,Dun Laoghaire Rathdown,19840C,Holy Family School,Catholic,N,No Irish,Y,51,63,114,,37,23,54,,,,MS
981,Dublin,Dun Laoghaire Rathdown,19888H,St Annes Mxd N S,Catholic,N,No Irish,N,242,238,480,,36,20,112,312,,,MS
982,Dublin,Dun Laoghaire Rathdown,19901T,Booterstown N S,Church Of Ireland,N,No Irish,N,42,50,92,,15,,77,,,,MS
983,Dublin,Dun Laoghaire Rathdown,19904C,Holy Cross N S,Catholic,N,No Irish,N,134,103,237,,,21,186,30,,,MS
984,Dublin,Dun Laoghaire Rathdown,19922E,Our Ladys N S,Catholic,N,No Irish,Y,103,100,203,,,24,26,153,,,MS
985,Dublin,Dun Laoghaire Rathdown,19938T,St Josephs,Catholic,N,No Irish,Y,72,53,125,,28,66,25,,,,MS
986,Dublin,Dun Laoghaire Rathdown,19939V,Scoil Naisiunta An Dea Aoire,Catholic,N,No Irish,Y,106,74,180,,72,23,25,30,,,MS
987,Dublin,Dun Laoghaire Rathdown,19945Q,Rathfarnham Educate Together,Multi Denominational,N,No Irish,N,99,127,226,,,,136,90,,,MS
988,Dublin,Dun Laoghaire Rathdown,19949B,Islamic National School,Muslim,N,No Irish,N,145,151,296,,,125,139,32,,,MS
989,Dublin,Dun Laoghaire Rathdown,19960M,St Johns N S,Catholic,N,No Irish,Y,80,67,147,,32,64,51,,,,MS
990,Dublin,Dun Laoghaire Rathdown,19979K,St Kevins N S,Catholic,N,No Irish,Y,87,70,157,,23,81,53,,,,MS
991,Dublin,Dun Laoghaire Rathdown,20020R,Gaelscoil Thaobh Na Coille,Catholic,N,All Irish,N,222,187,409,,19,40,193,157,,,MS
992,Dublin,Dun Laoghaire Rathdown,20056P,Gaelscoil Phadraig,Catholic,N,All Irish,N,83,72,155,,17,20,84,34,,,MS
993,Dublin,Dun Laoghaire Rathdown,20060G,Monkstown Educate Together Ns,Multi Denominational,N,No Irish,N,209,202,411,,,24,357,30,,,MS
994,Dublin,Dun Laoghaire Rathdown,20141G,The Harold School,Catholic,N,No Irish,N,338,325,663,,,112,338,213,,,MS
995,Dublin,Dun Laoghaire Rathdown,20190T,Holy Trinity National School,Catholic,N,No Irish,N,217,158,375,,,142,168,65,,,MS
996,Dublin,Dun Laoghaire Rathdown,20218P,Archbishop Mcquaid National School,Catholic,N,No Irish,Y,59,53,112,9,78,,25,,,,MS
997,Dublin,Dun Laoghaire Rathdown,20400E,Ballinteer Educate Together National School,Multi Denominational,N,No Irish,N,67,54,121,,19,20,82,,,,MS
998,Dublin,Dun Laoghaire Rathdown,20401G,Stepaside Educate Together National School,Multi Denominational,N,No Irish,N,48,34,82,,37,20,25,,,,MS
999,Dublin,Dun Laoghaire Rathdown,20425U,Gaelscoil Shliabh Rua,Multi Denominational,N,All Irish,N,6,6,12,,12,,,,,,MS
1000,Dublin,Fingal County Council,00697S,St Brigids Mxd N S,Catholic,N,No Irish,N,509,437,946,,,,253,693,,,MS
1001,Dublin,Fingal County Council,01170G,S N Na H-Aille,Catholic,N,No Irish,N,66,56,122,,,,25,97,,,MS
1002,Dublin,Fingal County Council,09492W,Balscadden N S,Catholic,N,No Irish,N,114,105,219,,,,219,,,,MS
1003,Dublin,Fingal County Council,09642P,Burrows N S,Church Of Ireland,N,No Irish,N,102,118,220,,,24,196,,,,MS
1004,Dublin,Fingal County Council,10296G,Scoil Naomh Mearnog,Catholic,N,No Irish,N,238,220,458,,,162,133,156,,,MS
1005,Dublin,Fingal County Council,11583O,St Andrews N S,Church Of Ireland,N,No Irish,N,149,82,231,,,,141,90,,,MS
1006,Dublin,Fingal County Council,12358M,Swords Borough N S,Church Of Ireland,N,No Irish,N,61,50,111,,,,111,,,,MS
1007,Dublin,Fingal County Council,14180H,Holmpatrick N S,Church Of Ireland,N,No Irish,N,42,39,81,,19,62,,,,,MS
1008,Dublin,Fingal County Council,15315J,St Georges N S,Church Of Ireland,N,No Irish,N,219,208,427,,,66,301,60,,,MS
1009,Dublin,Fingal County Council,15569R,Scoil Moibhi,Catholic,N,No Irish,N,45,52,97,,19,22,56,,,,MS
1010,Dublin,Fingal County Council,15650A,Corduff N S,Catholic,N,No Irish,N,54,58,112,,,,112,,,,MS
